Iter 10, task chunking, loss 3.400405168533325
Iter 29010, task chunking, loss 0.19345732033252716
Iter 29020, task chunking, loss 0.183278888463974
Iter 29030, task chunking, loss 0.1954587996006012
Iter 29040, task chunking, loss 0.20070001482963562
Iter 29050, task chunking, loss 0.1925332248210907
Iter 29060, task chunking, loss 0.1959856152534485
Iter 29070, task chunking, loss 0.19347909092903137
Iter 29080, task chunking, loss 0.19032174348831177
Iter 29090, task chunking, loss 0.18046613037586212
Iter 29100, task chunking, loss 0.19649124145507812
Iter 29110, task chunking, loss 0.18072475492954254
Iter 29120, task chunking, loss 0.17829817533493042
Iter 29130, task chunking, loss 0.20477195084095
Iter 29140, task chunking, loss 0.18783289194107056
Iter 29150, task chunking, loss 0.18800434470176697
Iter 29160, task chunking, loss 0.20261935889720917
Iter 29170, task chunking, loss 0.17863841354846954
Iter 29180, task chunking, loss 0.2001623660326004
Iter 29190, task chunking, loss 0.2054186314344406
Iter 29200, task chunking, loss 0.19095638394355774
Iter 29210, task chunking, loss 0.17883089184761047
Iter 29220, task chunking, loss 0.19741597771644592
Iter 29230, task chunking, loss 0.18972185254096985
Iter 29240, task chunking, loss 0.18774253129959106
Iter 29250, task chunking, loss 0.18350425362586975
Iter 29260, task chunking, loss 0.19141121208667755
Iter 29270, task chunking, loss 0.18859413266181946
Iter 29280, task chunking, loss 0.1903875172138214
Iter 29290, task chunking, loss 0.2042706310749054
Iter 29300, task chunking, loss 0.19404058158397675
Iter 29310, task chunking, loss 0.18324552476406097
Iter 29320, task chunking, loss 0.1779370754957199
Iter 29330, task chunking, loss 0.20038147270679474
Iter 29340, task chunking, loss 0.17887945473194122
Iter 29350, task chunking, loss 0.19159235060214996
Iter 29360, task chunking, loss 0.1882188767194748
Iter 29370, task chunking, loss 0.1727907359600067
Iter 29380, task chunking, loss 0.1930740773677826
Iter 29390, task chunking, loss 0.19823409616947174
Iter 29400, task chunking, loss 0.1911313831806183
Iter 29410, task chunking, loss 0.2065390646457672
Iter 29420, task chunking, loss 0.1947055160999298
Iter 29430, task chunking, loss 0.1918400377035141
Iter 29440, task chunking, loss 0.18548567593097687
Iter 29450, task chunking, loss 0.19089598953723907
Iter 29460, task chunking, loss 0.19065502285957336
Iter 29470, task chunking, loss 0.1852494776248932
Iter 29480, task chunking, loss 0.17879228293895721
Iter 29490, task chunking, loss 0.1723087728023529
Iter 29500, task chunking, loss 0.18924853205680847
Iter 29510, task chunking, loss 0.19771067798137665
Iter 29520, task chunking, loss 0.20815174281597137
Iter 29530, task chunking, loss 0.1946980208158493
Iter 29540, task chunking, loss 0.17552101612091064
Iter 29550, task chunking, loss 0.18677368760108948
Iter 29560, task chunking, loss 0.18829229474067688
Iter 29570, task chunking, loss 0.1974935084581375
Iter 29580, task chunking, loss 0.17976438999176025
Iter 29590, task chunking, loss 0.19150061905384064
Iter 29600, task chunking, loss 0.19079628586769104
Iter 29610, task chunking, loss 0.18837891519069672
Iter 29620, task chunking, loss 0.19090324640274048
Iter 29630, task chunking, loss 0.1815207600593567
Iter 29640, task chunking, loss 0.18942315876483917
Iter 29650, task chunking, loss 0.17994292080402374
Iter 29660, task chunking, loss 0.19332380592823029
Iter 29670, task chunking, loss 0.19237306714057922
Iter 29680, task chunking, loss 0.18883678317070007
Iter 29690, task chunking, loss 0.18216197192668915
Iter 29700, task chunking, loss 0.1784512996673584
Iter 29710, task chunking, loss 0.20450127124786377
Iter 29720, task chunking, loss 0.18053272366523743
Iter 29730, task chunking, loss 0.19511698186397552
Iter 29740, task chunking, loss 0.18001675605773926
Iter 29750, task chunking, loss 0.18804611265659332
Iter 29760, task chunking, loss 0.18441802263259888
Iter 29770, task chunking, loss 0.188063383102417
Iter 29780, task chunking, loss 0.1816549301147461
Iter 29790, task chunking, loss 0.18625137209892273
Iter 29800, task chunking, loss 0.18150781095027924
Iter 29810, task chunking, loss 0.18563419580459595
Iter 29820, task chunking, loss 0.18888871371746063
Iter 29830, task chunking, loss 0.19197170436382294
Iter 29840, task chunking, loss 0.1721872091293335
Iter 29850, task chunking, loss 0.1929197907447815
Iter 29860, task chunking, loss 0.18069429695606232
Iter 29870, task chunking, loss 0.18595924973487854
Iter 29880, task chunking, loss 0.17708666622638702
Iter 29890, task chunking, loss 0.18780682981014252
Iter 29900, task chunking, loss 0.19082197546958923
Iter 29910, task chunking, loss 0.17411954700946808
Iter 29920, task chunking, loss 0.18907427787780762
Iter 29930, task chunking, loss 0.2032897025346756
Iter 29940, task chunking, loss 0.2073892056941986
Iter 29950, task chunking, loss 0.1854979693889618
Iter 29960, task chunking, loss 0.17320647835731506
Iter 29970, task chunking, loss 0.18537679314613342
Iter 29980, task chunking, loss 0.2004256695508957
Iter 29990, task chunking, loss 0.17600230872631073
Iter 30000, task chunking, loss 0.1837586760520935
Iter 30010, task chunking, loss 0.17760954797267914
Iter 30020, task chunking, loss 0.18885549902915955
Iter 30030, task chunking, loss 0.17075929045677185
Iter 30040, task chunking, loss 0.18297556042671204
Iter 30050, task chunking, loss 0.1899346560239792
Iter 30060, task chunking, loss 0.1857469379901886
Iter 30070, task chunking, loss 0.19402608275413513
Iter 30080, task chunking, loss 0.18817494809627533
Iter 30090, task chunking, loss 0.17997339367866516
Iter 30100, task chunking, loss 0.18854866921901703
Iter 30110, task chunking, loss 0.16737346351146698
Iter 30120, task chunking, loss 0.1750708967447281
Iter 30130, task chunking, loss 0.19633877277374268
Iter 30140, task chunking, loss 0.1734040379524231
Iter 30150, task chunking, loss 0.18436020612716675
Iter 30160, task chunking, loss 0.17262139916419983
Iter 30170, task chunking, loss 0.17755135893821716
Iter 30180, task chunking, loss 0.1683100163936615
Iter 30190, task chunking, loss 0.16676165163516998
Iter 30200, task chunking, loss 0.19607704877853394
Iter 30210, task chunking, loss 0.1877737194299698
Iter 30220, task chunking, loss 0.18967358767986298
Iter 30230, task chunking, loss 0.18285712599754333
Iter 30240, task chunking, loss 0.1703527271747589
Iter 30250, task chunking, loss 0.18126444518566132
Iter 30260, task chunking, loss 0.18863293528556824
Iter 30270, task chunking, loss 0.19199426472187042
Iter 30280, task chunking, loss 0.1841951310634613
Iter 30290, task chunking, loss 0.16959986090660095
Iter 30300, task chunking, loss 0.17075642943382263
Iter 30310, task chunking, loss 0.17179811000823975
Iter 30320, task chunking, loss 0.18022051453590393
Iter 30330, task chunking, loss 0.16676166653633118
Iter 30340, task chunking, loss 0.1897495687007904
Iter 30350, task chunking, loss 0.1747790277004242
Iter 30360, task chunking, loss 0.1873452216386795
Iter 30370, task chunking, loss 0.1821514070034027
Iter 30380, task chunking, loss 0.19550611078739166
Iter 30390, task chunking, loss 0.18008628487586975
Iter 30400, task chunking, loss 0.16127406060695648
Iter 30410, task chunking, loss 0.18391364812850952
Iter 30420, task chunking, loss 0.18056006729602814
Iter 30430, task chunking, loss 0.18373635411262512
Iter 30440, task chunking, loss 0.18170197308063507
Iter 30450, task chunking, loss 0.20126736164093018
Iter 30460, task chunking, loss 0.18933412432670593
Iter 30470, task chunking, loss 0.17633765935897827
Iter 30480, task chunking, loss 0.17254957556724548
Iter 30490, task chunking, loss 0.18323199450969696
Iter 30500, task chunking, loss 0.17445319890975952
Iter 30510, task chunking, loss 0.17711515724658966
Iter 30520, task chunking, loss 0.187179833650589
Iter 30530, task chunking, loss 0.18343475461006165
Iter 30540, task chunking, loss 0.2017078697681427
Iter 30550, task chunking, loss 0.1854860484600067
Iter 30560, task chunking, loss 0.1722102165222168
Iter 30570, task chunking, loss 0.1879461109638214
Iter 30580, task chunking, loss 0.18331527709960938
Iter 30590, task chunking, loss 0.18074043095111847
Iter 30600, task chunking, loss 0.17928051948547363
Iter 30610, task chunking, loss 0.17406074702739716
Iter 30620, task chunking, loss 0.18010929226875305
Iter 30630, task chunking, loss 0.18892548978328705
Iter 30640, task chunking, loss 0.1797889620065689
Iter 30650, task chunking, loss 0.19416853785514832
Iter 30660, task chunking, loss 0.1645738184452057
Iter 30670, task chunking, loss 0.1901671588420868
Iter 30680, task chunking, loss 0.19065681099891663
Iter 30690, task chunking, loss 0.17816542088985443
Iter 30700, task chunking, loss 0.1957092434167862
Iter 30710, task chunking, loss 0.16783754527568817
Iter 30720, task chunking, loss 0.18578587472438812
Iter 30730, task chunking, loss 0.1842166930437088
Iter 30740, task chunking, loss 0.18490514159202576
Iter 30750, task chunking, loss 0.18648837506771088
Iter 30760, task chunking, loss 0.18530680239200592
Iter 30770, task chunking, loss 0.1759238988161087
Iter 30780, task chunking, loss 0.18028251826763153
Iter 30790, task chunking, loss 0.17989611625671387
Iter 30800, task chunking, loss 0.17608687281608582
Iter 30810, task chunking, loss 0.1876894235610962
Iter 30820, task chunking, loss 0.18429985642433167
Iter 30830, task chunking, loss 0.181189626455307
Iter 30840, task chunking, loss 0.16956380009651184
Iter 30850, task chunking, loss 0.19167527556419373
Iter 30860, task chunking, loss 0.18702414631843567
Iter 30870, task chunking, loss 0.17588819563388824
Iter 30880, task chunking, loss 0.16370989382266998
Iter 30890, task chunking, loss 0.18016299605369568
Iter 30900, task chunking, loss 0.1801561415195465
Iter 30910, task chunking, loss 0.17275169491767883
Iter 30920, task chunking, loss 0.1681983768939972
Iter 30930, task chunking, loss 0.17573058605194092
Iter 30940, task chunking, loss 0.1807379275560379
Iter 30950, task chunking, loss 0.1776118278503418
Iter 30960, task chunking, loss 0.15666350722312927
Iter 30970, task chunking, loss 0.19023656845092773
Iter 30980, task chunking, loss 0.1789194643497467
Iter 30990, task chunking, loss 0.1798340380191803
Iter 31000, task chunking, loss 0.1719997376203537
Iter 31010, task chunking, loss 0.1813724786043167
Iter 31020, task chunking, loss 0.1933947056531906
Iter 31030, task chunking, loss 0.16851967573165894
Iter 31040, task chunking, loss 0.17419791221618652
Iter 31050, task chunking, loss 0.17532429099082947
Iter 31060, task chunking, loss 0.18289496004581451
Iter 31070, task chunking, loss 0.18486100435256958
Iter 31080, task chunking, loss 0.18167223036289215
Iter 31090, task chunking, loss 0.17454379796981812
Iter 31100, task chunking, loss 0.1928423047065735
Iter 31110, task chunking, loss 0.19161735475063324
Iter 31120, task chunking, loss 0.17842933535575867
Iter 31130, task chunking, loss 0.1835414320230484
Iter 31140, task chunking, loss 0.1804170459508896
Iter 31150, task chunking, loss 0.20151671767234802
Iter 31160, task chunking, loss 0.18468284606933594
Iter 31170, task chunking, loss 0.16855041682720184
Iter 31180, task chunking, loss 0.18357746303081512
Iter 31190, task chunking, loss 0.17200283706188202
Iter 31200, task chunking, loss 0.17027218639850616
Iter 31210, task chunking, loss 0.1744835078716278
Iter 31220, task chunking, loss 0.1806669980287552
Iter 31230, task chunking, loss 0.18185701966285706
Iter 31240, task chunking, loss 0.17967589199543
Iter 31250, task chunking, loss 0.17947269976139069
Iter 31260, task chunking, loss 0.17742078006267548
Iter 31270, task chunking, loss 0.16334788501262665
Iter 31280, task chunking, loss 0.18215414881706238
Iter 31290, task chunking, loss 0.1809002161026001
Iter 31300, task chunking, loss 0.19279392063617706
Iter 31310, task chunking, loss 0.16009590029716492
Iter 31320, task chunking, loss 0.18107165396213531
Iter 31330, task chunking, loss 0.16704663634300232
Iter 31340, task chunking, loss 0.1786837875843048
Iter 31350, task chunking, loss 0.18355773389339447
Iter 31360, task chunking, loss 0.18428874015808105
Iter 31370, task chunking, loss 0.16397586464881897
Iter 31380, task chunking, loss 0.18213506042957306
Iter 31390, task chunking, loss 0.1722976267337799
Iter 31400, task chunking, loss 0.1878395676612854
Iter 31410, task chunking, loss 0.18127383291721344
Iter 31420, task chunking, loss 0.168627068400383
Iter 31430, task chunking, loss 0.17892155051231384
Iter 31440, task chunking, loss 0.1840970814228058
Iter 31450, task chunking, loss 0.180434912443161
Iter 31460, task chunking, loss 0.17879442870616913
Iter 31470, task chunking, loss 0.1648319512605667
Iter 31480, task chunking, loss 0.16915729641914368
Iter 31490, task chunking, loss 0.17062203586101532
Iter 31500, task chunking, loss 0.17244508862495422
Iter 31510, task chunking, loss 0.17071381211280823
Iter 31520, task chunking, loss 0.18736182153224945
Iter 31530, task chunking, loss 0.17933498322963715
Iter 31540, task chunking, loss 0.16627155244350433
Iter 31550, task chunking, loss 0.1759205013513565
Iter 31560, task chunking, loss 0.17504537105560303
Iter 31570, task chunking, loss 0.1626638025045395
Iter 31580, task chunking, loss 0.17497117817401886
Iter 31590, task chunking, loss 0.18020442128181458
Iter 31600, task chunking, loss 0.17646925151348114
Iter 31610, task chunking, loss 0.1781354695558548
Iter 31620, task chunking, loss 0.17296573519706726
Iter 31630, task chunking, loss 0.16175754368305206
Iter 31640, task chunking, loss 0.17892923951148987
Iter 31650, task chunking, loss 0.17213958501815796
Iter 31660, task chunking, loss 0.16565346717834473
Iter 31670, task chunking, loss 0.17319464683532715
Iter 31680, task chunking, loss 0.17548777163028717
Iter 31690, task chunking, loss 0.17743408679962158
Iter 31700, task chunking, loss 0.16724301874637604
Iter 31710, task chunking, loss 0.16853979229927063
Iter 31720, task chunking, loss 0.1814401000738144
Iter 31730, task chunking, loss 0.1655910760164261
Iter 31740, task chunking, loss 0.1863505244255066
Iter 31750, task chunking, loss 0.16388966143131256
Iter 31760, task chunking, loss 0.1684739887714386
Iter 31770, task chunking, loss 0.18078389763832092
Iter 31780, task chunking, loss 0.17185160517692566
Iter 31790, task chunking, loss 0.17241564393043518
Iter 31800, task chunking, loss 0.1802733689546585
Iter 31810, task chunking, loss 0.1687977910041809
Iter 31820, task chunking, loss 0.18916621804237366
Iter 31830, task chunking, loss 0.18097269535064697
Iter 31840, task chunking, loss 0.17100867629051208
Iter 31850, task chunking, loss 0.1688764989376068
Iter 31860, task chunking, loss 0.1713290810585022
Iter 31870, task chunking, loss 0.17966780066490173
Iter 31880, task chunking, loss 0.17219915986061096
Iter 31890, task chunking, loss 0.1586543619632721
